CID,CHEMBL2363273,CHEMBL3888267,CHEMBL3706312,CHEMBL830838,count_Zscore>3.0,min_Zscore,mean_Zscore,max_Zscore
CHEMBL217412,6.42,-0.951,-1.297,-2.273,1.0,-2.27,0.48,6.42
CHEMBL262313,3.48,0.787,-0.555,-1.812,1.0,-1.81,0.48,3.48
CHEMBL3086472,-1.041,3.094,0.452,-0.605,1.0,-1.04,0.48,3.09
CHEMBL3086473,-1.041,3.094,0.452,-0.605,1.0,-1.04,0.48,3.09
CHEMBL3086474,-1.041,3.094,0.452,-0.605,1.0,-1.04,0.48,3.09
CHEMBL3400915,0.28,3.02,-0.655,-0.744,1.0,-0.74,0.48,3.02
CHEMBL3763637,3.519,0.127,-0.552,-1.196,1.0,-1.2,0.48,3.52
CHEMBL4106471,1.827,3.312,-1.814,-1.425,1.0,-1.81,0.48,3.31
CHEMBL4129054,3.018,1.133,-1.113,-1.139,1.0,-1.14,0.48,3.02
CHEMBL414921,3.297,1.323,-0.473,-2.247,1.0,-2.25,0.48,3.3
CHEMBL419738,4.908,0.234,-0.722,-2.521,1.0,-2.52,0.48,4.91
CHEMBL4286474,4.381,-0.16,-0.692,-1.629,1.0,-1.63,0.48,4.38
CHEMBL4303195,-1.041,3.094,0.452,-0.605,1.0,-1.04,0.48,3.09
CHEMBL449844,0.821,3.255,-0.248,-1.927,1.0,-1.93,0.48,3.26
CHEMBL4587205,5.203,0.193,-0.829,-2.668,1.0,-2.67,0.48,5.2
CHEMBL467490,-2.231,3.376,1.508,-0.755,1.0,-2.23,0.48,3.38
CHEMBL561393,0.602,3.063,-0.75,-1.017,1.0,-1.02,0.48,3.06
CHEMBL589625,1.046,-0.565,-1.7,3.12,1.0,-1.7,0.48,3.12
CHEMBL598210,3.925,-1.638,0.783,-1.17,1.0,-1.64,0.48,3.92
CHEMBL1160911,4.208,-0.514,-0.989,-0.811,1.0,-0.99,0.47,4.21
CHEMBL1434415,-1.891,3.37,0.725,-0.309,1.0,-1.89,0.47,3.37
CHEMBL1823743,3.252,-0.626,-0.934,0.206,1.0,-0.93,0.47,3.25
CHEMBL2304297,3.576,0.995,-1.954,-0.721,1.0,-1.95,0.47,3.58
CHEMBL2369408,3.086,-0.261,0.436,-1.364,1.0,-1.36,0.47,3.09
CHEMBL264054,5.778,0.219,-1.394,-2.706,1.0,-2.71,0.47,5.78
CHEMBL296098,-1.087,3.439,-0.216,-0.242,1.0,-1.09,0.47,3.44
CHEMBL3935404,-0.087,3.271,-0.938,-0.351,1.0,-0.94,0.47,3.27
CHEMBL415338,3.102,-0.251,0.426,-1.381,1.0,-1.38,0.47,3.1
CHEMBL4437487,3.265,1.519,0.532,-3.421,1.0,-3.42,0.47,3.26
CHEMBL4516755,-2.054,3.032,1.406,-0.489,1.0,-2.05,0.47,3.03
CHEMBL4547316,3.558,2.444,0.245,-4.349,1.0,-4.35,0.47,3.56
CHEMBL4561183,3.144,1.082,0.459,-2.788,1.0,-2.79,0.47,3.14
CHEMBL496682,4.189,-2.581,0.26,0.026,1.0,-2.58,0.47,4.19
CHEMBL499504,4.189,-2.581,0.26,0.026,1.0,-2.58,0.47,4.19
CHEMBL541206,5.778,0.219,-1.394,-2.706,1.0,-2.71,0.47,5.78
CHEMBL1410475,-2.186,0.265,3.639,0.174,1.0,-2.19,0.47,3.64
CHEMBL1556836,-1.786,3.484,0.727,-0.534,1.0,-1.79,0.47,3.48
CHEMBL1981592,3.213,0.231,-0.006,-1.545,1.0,-1.54,0.47,3.21
CHEMBL1992074,3.763,0.017,-1.148,-0.74,1.0,-1.15,0.47,3.76
CHEMBL2030701,4.352,1.535,-1.09,-2.905,1.0,-2.9,0.47,4.35
CHEMBL2336584,3.56,0.107,1.074,-2.847,1.0,-2.85,0.47,3.56
CHEMBL2396708,3.259,1.482,0.992,-3.843,1.0,-3.84,0.47,3.26
CHEMBL262828,3.563,1.001,-1.563,-1.111,1.0,-1.56,0.47,3.56
CHEMBL302350,5.62,-0.188,-1.155,-2.384,1.0,-2.38,0.47,5.62
CHEMBL3219946,4.34,-0.146,-0.623,-1.677,1.0,-1.68,0.47,4.34
CHEMBL3360774,3.001,1.195,0.085,-2.389,1.0,-2.39,0.47,3.0
CHEMBL343977,5.62,-0.188,-1.155,-2.384,1.0,-2.38,0.47,5.62
CHEMBL3633842,4.786,1.232,-0.254,-3.872,1.0,-3.87,0.47,4.79
CHEMBL3765706,3.518,0.606,-0.722,-1.508,1.0,-1.51,0.47,3.52
CHEMBL382834,-0.912,3.012,0.263,-0.471,1.0,-0.91,0.47,3.01
CHEMBL383125,-0.805,-0.407,-0.017,3.12,1.0,-0.8,0.47,3.12
CHEMBL4547447,3.254,0.146,1.282,-2.791,1.0,-2.79,0.47,3.25
CHEMBL502938,5.973,-0.138,-1.157,-2.787,1.0,-2.79,0.47,5.97
CHEMBL503785,0.8,3.206,-0.21,-1.905,1.0,-1.9,0.47,3.21
CHEMBL507190,3.235,2.165,-0.73,-2.777,1.0,-2.78,0.47,3.24
CHEMBL566079,-0.021,3.216,-0.268,-1.037,1.0,-1.04,0.47,3.22
CHEMBL578514,3.554,2.006,0.506,-4.172,1.0,-4.17,0.47,3.55
CHEMBL1084468,3.888,0.498,-0.633,-1.867,1.0,-1.87,0.47,3.89
CHEMBL1288712,3.076,0.838,-0.157,-1.87,1.0,-1.87,0.47,3.08
CHEMBL1908974,3.079,0.404,0.241,-1.836,1.0,-1.84,0.47,3.08
CHEMBL262240,3.428,1.27,0.351,-3.159,1.0,-3.16,0.47,3.43
CHEMBL292159,3.004,-0.711,-0.781,0.375,1.0,-0.78,0.47,3.0
CHEMBL301615,5.167,0.299,-0.707,-2.87,1.0,-2.87,0.47,5.17
CHEMBL3114837,-0.13,3.623,-0.677,-0.93,1.0,-0.93,0.47,3.62
CHEMBL3236726,3.4,1.123,-0.867,-1.768,1.0,-1.77,0.47,3.4
CHEMBL3262526,0.661,-0.831,3.179,-1.121,1.0,-1.12,0.47,3.18
CHEMBL3600760,3.949,1.117,-3.004,-0.172,1.0,-3.0,0.47,3.95
CHEMBL3893727,3.175,1.11,-0.731,-1.665,1.0,-1.66,0.47,3.18
CHEMBL3905286,3.052,-1.239,0.14,-0.064,1.0,-1.24,0.47,3.05
CHEMBL4070400,3.105,-0.044,-0.531,-0.643,1.0,-0.64,0.47,3.1
CHEMBL4116076,3.105,-0.044,-0.531,-0.643,1.0,-0.64,0.47,3.1
CHEMBL412824,3.074,0.697,-0.593,-1.289,1.0,-1.29,0.47,3.07
CHEMBL413204,4.206,0.984,-0.682,-2.62,1.0,-2.62,0.47,4.21
CHEMBL413906,3.689,-0.699,-0.063,-1.04,1.0,-1.04,0.47,3.69
CHEMBL414596,3.243,0.089,0.386,-1.829,1.0,-1.83,0.47,3.24
CHEMBL438100,3.04,0.029,0.954,-2.135,1.0,-2.13,0.47,3.04
CHEMBL4449894,-1.493,3.597,-0.092,-0.124,1.0,-1.49,0.47,3.6
CHEMBL4466653,4.975,0.416,-0.892,-2.609,1.0,-2.61,0.47,4.97
CHEMBL4578437,3.839,2.219,-0.303,-3.867,1.0,-3.87,0.47,3.84
CHEMBL4589592,-1.493,3.597,-0.092,-0.124,1.0,-1.49,0.47,3.6
CHEMBL49857,0.922,-0.432,-1.977,3.377,1.0,-1.98,0.47,3.38
CHEMBL67430,5.013,-0.896,-0.728,-1.502,1.0,-1.5,0.47,5.01
CHEMBL1082622,0.443,3.167,0.48,-2.206,1.0,-2.21,0.47,3.17
CHEMBL1328726,-0.53,0.306,3.12,-1.013,1.0,-1.01,0.47,3.12
CHEMBL1443221,-0.55,-0.157,3.057,-0.466,1.0,-0.55,0.47,3.06
CHEMBL1935496,0.353,3.359,-0.714,-1.113,1.0,-1.11,0.47,3.36
CHEMBL1963629,0.353,3.359,-0.714,-1.113,1.0,-1.11,0.47,3.36
CHEMBL262740,3.397,0.907,-0.708,-1.711,1.0,-1.71,0.47,3.4
CHEMBL266881,3.397,0.907,-0.708,-1.711,1.0,-1.71,0.47,3.4
CHEMBL267135,3.397,0.907,-0.708,-1.711,1.0,-1.71,0.47,3.4
CHEMBL269262,3.397,0.907,-0.708,-1.711,1.0,-1.71,0.47,3.4
CHEMBL3349621,4.497,0.046,-1.258,-1.403,1.0,-1.4,0.47,4.5
CHEMBL3400297,3.232,0.371,0.87,-2.59,1.0,-2.59,0.47,3.23
CHEMBL3427252,3.189,-1.017,-0.696,0.407,1.0,-1.02,0.47,3.19
CHEMBL3600919,2.757,3.444,-0.58,-3.737,1.0,-3.74,0.47,3.44
CHEMBL3696001,-0.327,3.169,1.23,-2.19,1.0,-2.19,0.47,3.17
CHEMBL3818048,3.164,0.708,-1.116,-0.874,1.0,-1.12,0.47,3.16
CHEMBL3894943,3.484,1.272,0.772,-3.645,1.0,-3.64,0.47,3.48
CHEMBL407510,3.397,0.907,-0.708,-1.711,1.0,-1.71,0.47,3.4
CHEMBL409579,3.397,0.907,-0.708,-1.711,1.0,-1.71,0.47,3.4
CHEMBL409823,3.397,0.907,-0.708,-1.711,1.0,-1.71,0.47,3.4
CHEMBL409958,3.397,0.907,-0.708,-1.711,1.0,-1.71,0.47,3.4
CHEMBL413592,3.397,0.907,-0.708,-1.711,1.0,-1.71,0.47,3.4
CHEMBL415786,3.397,0.907,-0.708,-1.711,1.0,-1.71,0.47,3.4
CHEMBL427626,3.397,0.907,-0.708,-1.711,1.0,-1.71,0.47,3.4
CHEMBL427628,3.397,0.907,-0.708,-1.711,1.0,-1.71,0.47,3.4
CHEMBL427967,3.397,0.907,-0.708,-1.711,1.0,-1.71,0.47,3.4
CHEMBL428158,3.397,0.907,-0.708,-1.711,1.0,-1.71,0.47,3.4
CHEMBL4286641,3.563,0.173,-0.787,-1.065,1.0,-1.06,0.47,3.56
CHEMBL428841,3.397,0.907,-0.708,-1.711,1.0,-1.71,0.47,3.4
CHEMBL429567,3.397,0.907,-0.708,-1.711,1.0,-1.71,0.47,3.4
CHEMBL429872,3.397,0.907,-0.708,-1.711,1.0,-1.71,0.47,3.4
CHEMBL429900,3.397,0.907,-0.708,-1.711,1.0,-1.71,0.47,3.4
CHEMBL438009,3.397,0.907,-0.708,-1.711,1.0,-1.71,0.47,3.4
CHEMBL438242,3.397,0.907,-0.708,-1.711,1.0,-1.71,0.47,3.4
CHEMBL438541,3.397,0.907,-0.708,-1.711,1.0,-1.71,0.47,3.4
CHEMBL438947,3.397,0.907,-0.708,-1.711,1.0,-1.71,0.47,3.4
CHEMBL439131,3.397,0.907,-0.708,-1.711,1.0,-1.71,0.47,3.4
CHEMBL439295,3.397,0.907,-0.708,-1.711,1.0,-1.71,0.47,3.4
CHEMBL439477,3.397,0.907,-0.708,-1.711,1.0,-1.71,0.47,3.4
CHEMBL440445,3.397,0.907,-0.708,-1.711,1.0,-1.71,0.47,3.4
CHEMBL442309,3.397,0.907,-0.708,-1.711,1.0,-1.71,0.47,3.4
CHEMBL4461613,3.224,0.556,0.846,-2.744,1.0,-2.74,0.47,3.22
CHEMBL4527053,3.217,0.705,-1.766,-0.272,1.0,-1.77,0.47,3.22
CHEMBL1256230,3.35,-2.068,1.169,-0.57,1.0,-2.07,0.47,3.35
CHEMBL1475884,6.631,-0.39,-1.654,-2.705,1.0,-2.7,0.47,6.63
CHEMBL1498955,-1.918,3.725,1.333,-1.261,1.0,-1.92,0.47,3.72
CHEMBL2311611,3.122,1.229,-2.077,-0.393,1.0,-2.08,0.47,3.12
CHEMBL2311629,3.122,1.229,-2.077,-0.393,1.0,-2.08,0.47,3.12
CHEMBL2372065,5.186,0.559,-0.721,-3.146,1.0,-3.15,0.47,5.19
CHEMBL263586,3.251,0.507,-1.042,-0.837,1.0,-1.04,0.47,3.25
CHEMBL264565,6.018,-0.264,-1.005,-2.868,1.0,-2.87,0.47,6.02
CHEMBL308908,5.735,-0.21,-0.835,-2.81,1.0,-2.81,0.47,5.74
CHEMBL3248519,3.159,1.5,-0.243,-2.538,1.0,-2.54,0.47,3.16
CHEMBL3604822,-0.583,3.122,-1.296,0.637,1.0,-1.3,0.47,3.12
CHEMBL38088,-1.49,3.171,0.419,-0.219,1.0,-1.49,0.47,3.17
CHEMBL389420,5.872,0.015,-0.746,-3.262,1.0,-3.26,0.47,5.87
CHEMBL3924615,-1.401,5.675,-2.04,-0.355,1.0,-2.04,0.47,5.68
CHEMBL3931718,3.189,0.972,0.901,-3.184,1.0,-3.18,0.47,3.19
CHEMBL4476082,3.228,0.68,0.438,-2.467,1.0,-2.47,0.47,3.23
CHEMBL4534513,3.327,0.425,1.032,-2.902,1.0,-2.9,0.47,3.33
CHEMBL1715068,-0.04,-0.643,3.688,-1.13,1.0,-1.13,0.47,3.69
CHEMBL2171841,-0.144,3.005,0.058,-1.042,1.0,-1.04,0.47,3.0
CHEMBL320860,-1.361,3.259,0.102,-0.125,1.0,-1.36,0.47,3.26
CHEMBL3735334,5.315,0.188,-0.598,-3.03,1.0,-3.03,0.47,5.32
CHEMBL377346,-1.805,3.364,0.578,-0.259,1.0,-1.8,0.47,3.36
CHEMBL3890685,0.451,-0.562,-1.037,3.024,1.0,-1.04,0.47,3.02
CHEMBL4075157,3.616,2.021,-0.95,-2.81,1.0,-2.81,0.47,3.62
CHEMBL4106508,0.97,3.385,-1.899,-0.578,1.0,-1.9,0.47,3.38
CHEMBL415385,3.103,1.798,0.776,-3.799,1.0,-3.8,0.47,3.1
CHEMBL4159239,4.895,1.272,-1.412,-2.88,1.0,-2.88,0.47,4.89
CHEMBL4168880,4.895,1.272,-1.412,-2.88,1.0,-2.88,0.47,4.89
CHEMBL4175832,4.895,1.272,-1.412,-2.88,1.0,-2.88,0.47,4.89
CHEMBL4225852,-0.325,3.07,-0.348,-0.521,1.0,-0.52,0.47,3.07
CHEMBL4278112,3.353,0.464,-1.159,-0.784,1.0,-1.16,0.47,3.35
CHEMBL4514311,3.531,0.553,0.553,-2.76,1.0,-2.76,0.47,3.53
CHEMBL4529287,3.003,0.014,-0.154,-0.986,1.0,-0.99,0.47,3.0
CHEMBL4567566,5.058,0.158,-0.642,-2.697,1.0,-2.7,0.47,5.06
CHEMBL1222179,3.509,0.945,-1.945,-0.635,1.0,-1.94,0.47,3.51
CHEMBL1275875,3.453,0.22,1.371,-3.17,1.0,-3.17,0.47,3.45
CHEMBL1783084,-0.529,3.18,0.039,-0.818,1.0,-0.82,0.47,3.18
CHEMBL1941052,3.835,0.152,-0.185,-1.932,1.0,-1.93,0.47,3.84
CHEMBL2151573,4.358,0.291,-1.287,-1.489,1.0,-1.49,0.47,4.36
CHEMBL216687,3.207,0.132,0.05,-1.517,1.0,-1.52,0.47,3.21
CHEMBL217269,1.718,-1.166,-1.766,3.084,1.0,-1.77,0.47,3.08
CHEMBL2367466,3.688,0.165,-0.522,-1.459,1.0,-1.46,0.47,3.69
CHEMBL2372255,4.042,1.628,-0.681,-3.116,1.0,-3.12,0.47,4.04
CHEMBL2372257,4.042,1.628,-0.681,-3.116,1.0,-3.12,0.47,4.04
CHEMBL282810,6.519,-0.161,-1.079,-3.409,1.0,-3.41,0.47,6.52
CHEMBL3601872,5.047,-0.383,-1.918,-0.874,1.0,-1.92,0.47,5.05
CHEMBL381392,4.319,-0.598,-1.407,-0.442,1.0,-1.41,0.47,4.32
CHEMBL3985782,5.172,-0.392,-1.28,-1.627,1.0,-1.63,0.47,5.17
CHEMBL415628,3.156,2.449,-1.062,-2.671,1.0,-2.67,0.47,3.16
CHEMBL429530,3.156,2.449,-1.062,-2.671,1.0,-2.67,0.47,3.16
CHEMBL432675,5.431,0.484,-1.344,-2.7,1.0,-2.7,0.47,5.43
CHEMBL438771,3.435,-0.417,0.053,-1.201,1.0,-1.2,0.47,3.44
CHEMBL4443564,3.272,0.041,1.199,-2.64,1.0,-2.64,0.47,3.27
CHEMBL4554828,3.244,-0.384,-1.609,0.621,1.0,-1.61,0.47,3.24
CHEMBL4584189,3.244,-0.384,-1.609,0.621,1.0,-1.61,0.47,3.24
CHEMBL510716,3.132,0.794,0.281,-2.335,1.0,-2.34,0.47,3.13
CHEMBL552023,0.471,-0.061,-1.62,3.081,1.0,-1.62,0.47,3.08
CHEMBL267446,3.373,-0.903,0.615,-1.217,1.0,-1.22,0.47,3.37
CHEMBL302291,6.283,-0.176,-1.001,-3.237,1.0,-3.24,0.47,6.28
CHEMBL36323,3.534,-0.549,-3.174,2.056,1.0,-3.17,0.47,3.53
CHEMBL4083987,3.417,-0.253,-0.99,-0.304,1.0,-0.99,0.47,3.42
CHEMBL4279868,-0.477,3.111,0.114,-0.881,1.0,-0.88,0.47,3.11
CHEMBL441371,3.373,-0.903,0.615,-1.217,1.0,-1.22,0.47,3.37
CHEMBL4451674,3.711,0.949,0.461,-3.252,1.0,-3.25,0.47,3.71
CHEMBL4567924,3.978,0.478,1.173,-3.763,1.0,-3.76,0.47,3.98
CHEMBL606704,-0.63,4.193,0.495,-2.191,1.0,-2.19,0.47,4.19
CHEMBL606870,-0.63,4.193,0.495,-2.191,1.0,-2.19,0.47,4.19
CHEMBL69713,4.26,0.74,-3.83,0.699,1.0,-3.83,0.47,4.26
CHEMBL70257,6.105,-0.34,-1.231,-2.666,1.0,-2.67,0.47,6.1
CHEMBL1255634,3.431,0.724,-0.564,-1.725,1.0,-1.72,0.47,3.43
CHEMBL1627164,-0.051,-1.303,0.083,3.133,1.0,-1.3,0.47,3.13
CHEMBL1917060,3.312,0.012,1.283,-2.742,1.0,-2.74,0.47,3.31
CHEMBL2028976,3.681,1.146,0.392,-3.356,1.0,-3.36,0.47,3.68
CHEMBL2058275,4.204,-0.35,-0.118,-1.87,1.0,-1.87,0.47,4.2
CHEMBL2372106,3.136,-0.096,-0.423,-0.751,1.0,-0.75,0.47,3.14
CHEMBL240779,-0.447,3.487,-0.692,-0.484,1.0,-0.69,0.47,3.49
CHEMBL263544,3.409,0.69,-0.628,-1.608,1.0,-1.61,0.47,3.41
CHEMBL263558,6.388,-0.491,-1.442,-2.589,1.0,-2.59,0.47,6.39
CHEMBL3038227,3.136,0.488,-0.855,-0.905,1.0,-0.9,0.47,3.14
CHEMBL3215380,4.343,-0.067,-0.689,-1.722,1.0,-1.72,0.47,4.34
CHEMBL3219945,4.343,-0.067,-0.689,-1.722,1.0,-1.72,0.47,4.34
CHEMBL3338691,3.784,0.72,1.56,-4.202,1.0,-4.2,0.47,3.78
CHEMBL335826,6.388,-0.491,-1.442,-2.589,1.0,-2.59,0.47,6.39
CHEMBL3360198,4.441,0.216,0.495,-3.286,1.0,-3.29,0.47,4.44
CHEMBL356139,5.909,-0.044,-0.916,-3.083,1.0,-3.08,0.47,5.91
CHEMBL4160283,3.231,1.603,0.455,-3.424,1.0,-3.42,0.47,3.23
CHEMBL4164073,3.231,1.603,0.455,-3.424,1.0,-3.42,0.47,3.23
CHEMBL4167517,3.231,1.603,0.455,-3.424,1.0,-3.42,0.47,3.23
CHEMBL4175386,3.231,1.603,0.455,-3.424,1.0,-3.42,0.47,3.23
CHEMBL4204615,6.638,-0.82,-1.373,-2.58,1.0,-2.58,0.47,6.64
CHEMBL4214771,6.638,-0.82,-1.373,-2.58,1.0,-2.58,0.47,6.64
CHEMBL1087818,-1.819,3.275,0.988,-0.585,1.0,-1.82,0.46,3.28
CHEMBL144499,-0.457,3.114,-0.888,0.09,1.0,-0.89,0.46,3.11
CHEMBL1596463,0.981,-0.418,-1.799,3.096,1.0,-1.8,0.46,3.1
CHEMBL2369995,4.171,1.308,-0.884,-2.734,1.0,-2.73,0.46,4.17
CHEMBL2371853,3.958,-0.594,0.373,-1.878,1.0,-1.88,0.46,3.96
CHEMBL262018,3.857,1.093,-2.062,-1.027,1.0,-2.06,0.46,3.86
CHEMBL3359149,3.598,-0.41,-0.244,-1.082,1.0,-1.08,0.46,3.6
CHEMBL3360196,4.443,0.164,0.4,-3.147,1.0,-3.15,0.46,4.44
CHEMBL343244,-0.457,3.114,-0.888,0.09,1.0,-0.89,0.46,3.11
CHEMBL344664,5.434,0.238,-0.7,-3.112,1.0,-3.11,0.46,5.43
CHEMBL3643792,0.075,3.197,-0.009,-1.405,1.0,-1.4,0.46,3.2
CHEMBL406886,3.01,1.513,0.996,-3.66,1.0,-3.66,0.46,3.01
CHEMBL4075763,0.882,-1.177,3.114,-0.958,1.0,-1.18,0.46,3.11
CHEMBL507824,3.222,-0.283,1.281,-2.358,1.0,-2.36,0.46,3.22
CHEMBL538538,3.275,-0.067,0.092,-1.438,1.0,-1.44,0.46,3.28
CHEMBL610257,-0.926,3.928,0.684,-1.826,1.0,-1.83,0.46,3.93
CHEMBL1095056,5.165,-0.864,-0.816,-1.629,1.0,-1.63,0.46,5.16
CHEMBL110885,-1.411,3.063,0.503,-0.301,1.0,-1.41,0.46,3.06
CHEMBL1199067,5.165,-0.864,-0.816,-1.629,1.0,-1.63,0.46,5.16
CHEMBL1790122,4.076,-0.217,-0.846,-1.155,1.0,-1.16,0.46,4.08
CHEMBL1830012,3.005,-0.666,-1.057,0.574,1.0,-1.06,0.46,3.0
CHEMBL2070374,3.199,2.748,-2.055,-2.034,1.0,-2.06,0.46,3.2
CHEMBL325054,4.386,-1.177,-0.322,-1.032,1.0,-1.18,0.46,4.39
CHEMBL3326009,6.937,0.237,-2.442,-2.878,1.0,-2.88,0.46,6.94
CHEMBL3357801,0.074,0.374,-2.114,3.52,1.0,-2.11,0.46,3.52
CHEMBL3392436,-2.341,3.008,0.903,0.285,1.0,-2.34,0.46,3.01
CHEMBL3545903,0.074,0.374,-2.114,3.52,1.0,-2.11,0.46,3.52
CHEMBL3915967,-0.74,3.098,-0.45,-0.053,1.0,-0.74,0.46,3.1
CHEMBL408287,3.449,1.198,-0.14,-2.65,1.0,-2.65,0.46,3.45
CHEMBL410776,3.449,1.198,-0.14,-2.65,1.0,-2.65,0.46,3.45
CHEMBL4163637,4.395,2.088,-1.93,-2.698,1.0,-2.7,0.46,4.39
CHEMBL4285514,3.372,0.536,0.014,-2.067,1.0,-2.07,0.46,3.37
CHEMBL4455054,5.175,0.585,-1.115,-2.788,1.0,-2.79,0.46,5.18
CHEMBL4474164,3.283,1.247,-0.091,-2.583,1.0,-2.58,0.46,3.28
CHEMBL607320,3.478,0.357,-0.256,-1.721,1.0,-1.72,0.46,3.48
CHEMBL1075727,3.405,-0.824,1.691,-2.42,1.0,-2.42,0.46,3.4
CHEMBL1195986,3.155,-1.717,1.039,-0.624,1.0,-1.72,0.46,3.16
CHEMBL1224006,3.618,0.893,-2.547,-0.111,1.0,-2.55,0.46,3.62
CHEMBL1441761,-1.945,3.03,1.069,-0.3,1.0,-1.94,0.46,3.03
CHEMBL1791195,3.746,0.977,-1.2,-1.67,1.0,-1.67,0.46,3.75
CHEMBL2063090,1.707,3.197,-1.807,-1.245,1.0,-1.81,0.46,3.2
CHEMBL20636,3.353,0.719,-1.231,-0.989,1.0,-1.23,0.46,3.35
CHEMBL2104987,3.068,1.908,-0.075,-3.049,1.0,-3.05,0.46,3.07
CHEMBL3039533,1.707,3.197,-1.807,-1.245,1.0,-1.81,0.46,3.2
CHEMBL31048,5.669,-0.952,-0.543,-2.323,1.0,-2.32,0.46,5.67
CHEMBL3338257,3.388,0.212,0.674,-2.421,1.0,-2.42,0.46,3.39
CHEMBL3964697,-1.065,3.066,-0.248,0.101,1.0,-1.06,0.46,3.07
CHEMBL407249,4.913,0.582,-0.747,-2.896,1.0,-2.9,0.46,4.91
CHEMBL408409,4.231,1.32,-0.778,-2.92,1.0,-2.92,0.46,4.23
CHEMBL444664,3.606,-0.048,1.089,-2.795,1.0,-2.8,0.46,3.61
CHEMBL4463042,3.101,0.977,1.407,-3.633,1.0,-3.63,0.46,3.1
CHEMBL4563692,3.857,0.615,1.2,-3.822,1.0,-3.82,0.46,3.86
CHEMBL526933,-0.295,0.33,-1.308,3.126,1.0,-1.31,0.46,3.13
CHEMBL555700,3.155,-1.717,1.039,-0.624,1.0,-1.72,0.46,3.16
CHEMBL1383146,-0.695,-0.627,3.13,0.04,1.0,-0.7,0.46,3.13
CHEMBL1682600,3.126,0.652,-0.682,-1.249,1.0,-1.25,0.46,3.13
CHEMBL1770830,3.346,0.88,1.146,-3.525,1.0,-3.52,0.46,3.35
CHEMBL1908926,3.346,0.88,1.146,-3.525,1.0,-3.52,0.46,3.35
CHEMBL2263182,6.645,-0.157,-1.196,-3.445,1.0,-3.44,0.46,6.64
CHEMBL304518,3.175,0.961,-1.809,-0.477,1.0,-1.81,0.46,3.18
CHEMBL3142186,3.353,0.839,-2.117,-0.229,1.0,-2.12,0.46,3.35
CHEMBL3262737,3.339,-0.248,-0.747,-0.496,1.0,-0.75,0.46,3.34
CHEMBL3674584,3.815,0.548,-1.083,-1.431,1.0,-1.43,0.46,3.82
CHEMBL388306,5.704,-0.352,-1.042,-2.463,1.0,-2.46,0.46,5.7
CHEMBL3884008,3.554,0.442,-0.062,-2.087,1.0,-2.09,0.46,3.55
CHEMBL437252,3.263,0.439,0.064,-1.918,1.0,-1.92,0.46,3.26
CHEMBL441568,3.38,0.803,-0.679,-1.654,1.0,-1.65,0.46,3.38
CHEMBL4437794,3.502,0.927,-0.508,-2.071,1.0,-2.07,0.46,3.5
CHEMBL4469901,3.502,0.927,-0.508,-2.071,1.0,-2.07,0.46,3.5
CHEMBL4472226,-1.247,3.416,-0.404,0.082,1.0,-1.25,0.46,3.42
CHEMBL451535,3.118,1.812,-0.897,-2.183,1.0,-2.18,0.46,3.12
CHEMBL4553251,4.269,1.149,-0.821,-2.75,1.0,-2.75,0.46,4.27
CHEMBL4573592,3.124,0.045,0.736,-2.056,1.0,-2.06,0.46,3.12
CHEMBL4586048,3.688,1.952,-1.086,-2.706,1.0,-2.71,0.46,3.69
CHEMBL4587881,4.269,1.149,-0.821,-2.75,1.0,-2.75,0.46,4.27
CHEMBL1098003,3.284,0.85,1.413,-3.701,1.0,-3.7,0.46,3.28
CHEMBL1240892,3.166,0.21,-1.042,-0.488,1.0,-1.04,0.46,3.17
CHEMBL1433146,-1.321,3.061,-0.055,0.16,1.0,-1.32,0.46,3.06
CHEMBL156895,-1.069,-0.745,0.333,3.324,1.0,-1.07,0.46,3.32
CHEMBL1569658,-0.987,3.177,0.252,-0.599,1.0,-0.99,0.46,3.18
CHEMBL1615428,3.159,1.452,-2.194,-0.572,1.0,-2.19,0.46,3.16
CHEMBL1888653,3.166,0.21,-1.042,-0.488,1.0,-1.04,0.46,3.17
CHEMBL1893873,3.164,0.21,-1.042,-0.488,1.0,-1.04,0.46,3.16
CHEMBL193687,4.634,0.581,-0.713,-2.658,1.0,-2.66,0.46,4.63
CHEMBL2325465,-0.18,-0.508,-0.617,3.151,1.0,-0.62,0.46,3.15
CHEMBL3133019,3.171,-0.899,0.213,-0.642,1.0,-0.9,0.46,3.17
CHEMBL3189100,3.166,0.21,-1.042,-0.488,1.0,-1.04,0.46,3.17
CHEMBL3335454,4.427,0.954,-2.374,-1.161,1.0,-2.37,0.46,4.43
CHEMBL3746450,-1.205,3.532,-0.016,-0.466,1.0,-1.2,0.46,3.53
CHEMBL3764513,3.287,0.14,-0.328,-1.255,1.0,-1.25,0.46,3.29
CHEMBL4084829,3.497,2.451,-1.252,-2.85,1.0,-2.85,0.46,3.5
CHEMBL42743,3.166,0.21,-1.042,-0.488,1.0,-1.04,0.46,3.17
CHEMBL4303447,3.166,0.21,-1.042,-0.488,1.0,-1.04,0.46,3.17
CHEMBL4436894,3.679,0.972,-0.27,-2.537,1.0,-2.54,0.46,3.68
CHEMBL4441985,1.547,3.113,-1.243,-1.574,1.0,-1.57,0.46,3.11
CHEMBL4452309,3.978,0.615,-2.484,-0.265,1.0,-2.48,0.46,3.98
CHEMBL4551955,3.258,1.883,0.318,-3.615,1.0,-3.62,0.46,3.26
