CID,CHEMBL2363273,CHEMBL3888267,CHEMBL3706312,CHEMBL830838,count_Zscore>3.0,min_Zscore,mean_Zscore,max_Zscore
CHEMBL508540,3.19,-0.306,1.394,-2.432,1.0,-2.43,0.46,3.19
CHEMBL141904,-1.168,0.441,3.595,-1.03,1.0,-1.17,0.46,3.6
CHEMBL1793926,3.135,-0.079,0.719,-1.933,1.0,-1.93,0.46,3.14
CHEMBL2088758,3.787,0.677,-0.204,-2.418,1.0,-2.42,0.46,3.79
CHEMBL217413,6.41,-0.565,-1.453,-2.552,1.0,-2.55,0.46,6.41
CHEMBL2311020,4.846,-0.362,-1.932,-0.713,1.0,-1.93,0.46,4.85
CHEMBL2370000,4.811,1.248,-1.444,-2.775,1.0,-2.78,0.46,4.81
CHEMBL2372259,3.291,0.802,-1.822,-0.429,1.0,-1.82,0.46,3.29
CHEMBL2440331,3.133,-0.049,-1.459,0.216,1.0,-1.46,0.46,3.13
CHEMBL3093499,4.846,-0.362,-1.932,-0.713,1.0,-1.93,0.46,4.85
CHEMBL3244833,3.505,-0.549,-3.174,2.056,1.0,-3.17,0.46,3.5
CHEMBL3349893,4.846,-0.362,-1.932,-0.713,1.0,-1.93,0.46,4.85
CHEMBL364119,3.688,-0.618,0.981,-2.212,1.0,-2.21,0.46,3.69
CHEMBL3949335,-0.874,3.948,-0.954,-0.281,1.0,-0.95,0.46,3.95
CHEMBL406294,4.36,-1.215,-0.87,-0.434,1.0,-1.22,0.46,4.36
CHEMBL408271,4.381,-0.276,-0.59,-1.675,1.0,-1.68,0.46,4.38
CHEMBL4097903,4.828,0.614,-1.487,-2.113,1.0,-2.11,0.46,4.83
CHEMBL410765,3.21,1.996,0.556,-3.921,1.0,-3.92,0.46,3.21
CHEMBL4299607,4.846,-0.362,-1.932,-0.713,1.0,-1.93,0.46,4.85
CHEMBL440999,3.504,1.234,0.483,-3.382,1.0,-3.38,0.46,3.5
CHEMBL442313,3.21,1.996,0.556,-3.921,1.0,-3.92,0.46,3.21
CHEMBL4449076,3.192,0.686,-1.343,-0.693,1.0,-1.34,0.46,3.19
CHEMBL450722,3.342,0.681,-0.117,-2.064,1.0,-2.06,0.46,3.34
CHEMBL4527600,3.088,-0.856,0.917,-1.309,1.0,-1.31,0.46,3.09
CHEMBL4531041,3.064,1.595,0.765,-3.585,1.0,-3.58,0.46,3.06
CHEMBL4597722,3.088,-0.856,0.917,-1.309,1.0,-1.31,0.46,3.09
CHEMBL504618,3.203,-0.802,-0.044,-0.516,1.0,-0.8,0.46,3.2
CHEMBL524038,-1.185,3.275,-0.217,-0.031,1.0,-1.18,0.46,3.28
CHEMBL525962,4.226,0.554,-0.802,-2.138,1.0,-2.14,0.46,4.23
CHEMBL1318986,-0.504,0.964,3.113,-1.737,1.0,-1.74,0.46,3.11
CHEMBL1322670,-0.389,-0.367,3.227,-0.634,1.0,-0.63,0.46,3.23
CHEMBL1668179,3.4,0.446,-1.133,-0.878,1.0,-1.13,0.46,3.4
CHEMBL1790741,3.178,-0.896,0.942,-1.388,1.0,-1.39,0.46,3.18
CHEMBL189991,3.572,0.656,0.563,-2.955,1.0,-2.96,0.46,3.57
CHEMBL225041,3.261,0.617,-0.368,-1.676,1.0,-1.68,0.46,3.26
CHEMBL2304304,3.529,0.912,-1.905,-0.699,1.0,-1.9,0.46,3.53
CHEMBL2336581,3.02,0.128,1.197,-2.508,1.0,-2.51,0.46,3.02
CHEMBL2370204,3.529,0.912,-1.905,-0.699,1.0,-1.9,0.46,3.53
CHEMBL275760,3.366,-1.169,-0.519,0.158,1.0,-1.17,0.46,3.37
CHEMBL357088,3.058,1.625,-0.307,-2.541,1.0,-2.54,0.46,3.06
CHEMBL438912,3.273,0.831,0.586,-2.852,1.0,-2.85,0.46,3.27
CHEMBL4463338,3.083,1.202,0.816,-3.266,1.0,-3.27,0.46,3.08
CHEMBL4483758,4.417,0.783,-0.62,-2.745,1.0,-2.74,0.46,4.42
CHEMBL4516634,3.579,1.312,-0.382,-2.673,1.0,-2.67,0.46,3.58
CHEMBL4542264,3.235,2.318,-0.069,-3.649,1.0,-3.65,0.46,3.24
CHEMBL4542416,3.083,1.202,0.816,-3.266,1.0,-3.27,0.46,3.08
CHEMBL4555265,3.638,1.319,-2.319,-0.8,1.0,-2.32,0.46,3.64
CHEMBL4558428,3.36,0.691,0.322,-2.537,1.0,-2.54,0.46,3.36
CHEMBL4574504,4.417,0.783,-0.62,-2.745,1.0,-2.74,0.46,4.42
CHEMBL4575894,3.083,1.202,0.816,-3.266,1.0,-3.27,0.46,3.08
CHEMBL554381,3.15,-0.31,0.084,-1.088,1.0,-1.09,0.46,3.15
CHEMBL1255639,3.504,0.543,-0.323,-1.894,1.0,-1.89,0.46,3.5
CHEMBL1835576,-0.076,-0.409,3.006,-0.691,1.0,-0.69,0.46,3.01
CHEMBL1893640,0.023,-1.074,-0.658,3.54,1.0,-1.07,0.46,3.54
CHEMBL218673,4.808,0.307,-0.564,-2.718,1.0,-2.72,0.46,4.81
CHEMBL2370100,4.095,0.867,-1.546,-1.583,1.0,-1.58,0.46,4.1
CHEMBL3348526,4.348,0.474,-0.69,-2.3,1.0,-2.3,0.46,4.35
CHEMBL3348527,4.348,0.474,-0.69,-2.3,1.0,-2.3,0.46,4.35
CHEMBL3348528,4.348,0.474,-0.69,-2.3,1.0,-2.3,0.46,4.35
CHEMBL3348529,4.348,0.474,-0.69,-2.3,1.0,-2.3,0.46,4.35
CHEMBL347928,-1.234,-0.841,0.822,3.086,1.0,-1.23,0.46,3.09
CHEMBL3706530,6.488,-0.853,-0.563,-3.239,1.0,-3.24,0.46,6.49
CHEMBL3787060,3.382,-2.153,0.624,-0.023,1.0,-2.15,0.46,3.38
CHEMBL411177,4.333,1.232,-1.88,-1.855,1.0,-1.88,0.46,4.33
CHEMBL4470542,6.775,0.216,-2.255,-2.906,1.0,-2.91,0.46,6.78
CHEMBL4595341,6.775,0.216,-2.255,-2.906,1.0,-2.91,0.46,6.78
CHEMBL605628,4.163,0.608,0.678,-3.616,1.0,-3.62,0.46,4.16
CHEMBL1512798,-1.248,3.112,-0.138,0.103,1.0,-1.25,0.46,3.11
CHEMBL1689448,3.663,0.869,-0.804,-1.898,1.0,-1.9,0.46,3.66
CHEMBL217071,3.712,-1.764,-0.228,0.106,1.0,-1.76,0.46,3.71
CHEMBL2326888,-0.651,0.214,-0.878,3.142,1.0,-0.88,0.46,3.14
CHEMBL258423,-0.051,4.024,-1.864,-0.282,1.0,-1.86,0.46,4.02
CHEMBL323162,4.381,1.313,-0.937,-2.927,1.0,-2.93,0.46,4.38
CHEMBL3262752,3.059,-0.275,-0.48,-0.476,1.0,-0.48,0.46,3.06
CHEMBL407328,3.418,-0.165,1.256,-2.68,1.0,-2.68,0.46,3.42
CHEMBL4076195,5.538,-1.275,-0.108,-2.326,1.0,-2.33,0.46,5.54
CHEMBL4167566,-2.448,3.055,-0.167,1.387,1.0,-2.45,0.46,3.06
CHEMBL427644,3.683,1.477,-0.156,-3.175,1.0,-3.18,0.46,3.68
CHEMBL4443091,3.316,0.778,0.092,-2.359,1.0,-2.36,0.46,3.32
CHEMBL4533216,3.225,-0.248,-0.533,-0.615,1.0,-0.62,0.46,3.22
CHEMBL4575532,3.165,1.805,0.291,-3.433,1.0,-3.43,0.46,3.16
CHEMBL1093591,3.123,0.589,-1.55,-0.336,1.0,-1.55,0.46,3.12
CHEMBL1222510,3.976,1.193,-2.719,-0.626,1.0,-2.72,0.46,3.98
CHEMBL1302597,-0.702,3.009,-0.362,-0.119,1.0,-0.7,0.46,3.01
CHEMBL1730847,-2.342,0.331,3.636,0.199,1.0,-2.34,0.46,3.64
CHEMBL2069317,3.385,2.651,-2.053,-2.159,1.0,-2.16,0.46,3.38
CHEMBL225368,3.192,0.775,-1.626,-0.517,1.0,-1.63,0.46,3.19
CHEMBL226922,4.235,0.549,-1.027,-1.934,1.0,-1.93,0.46,4.24
CHEMBL2372785,3.047,-0.269,0.431,-1.387,1.0,-1.39,0.46,3.05
CHEMBL308279,3.803,-0.893,-2.101,1.013,1.0,-2.1,0.46,3.8
CHEMBL329117,5.75,-0.239,-0.819,-2.868,1.0,-2.87,0.46,5.75
CHEMBL3408357,3.87,1.299,0.451,-3.797,1.0,-3.8,0.46,3.87
CHEMBL341712,5.75,-0.239,-0.819,-2.868,1.0,-2.87,0.46,5.75
CHEMBL3674585,3.638,-0.11,-0.283,-1.422,1.0,-1.42,0.46,3.64
CHEMBL3959971,0.875,3.048,-0.263,-1.835,1.0,-1.84,0.46,3.05
CHEMBL4164586,3.123,0.589,-1.55,-0.336,1.0,-1.55,0.46,3.12
CHEMBL437235,3.843,-0.555,-0.485,-0.977,1.0,-0.98,0.46,3.84
CHEMBL4448824,3.066,0.512,1.325,-3.078,1.0,-3.08,0.46,3.07
CHEMBL525956,3.777,2.224,-0.795,-3.382,1.0,-3.38,0.46,3.78
CHEMBL526893,3.777,2.224,-0.795,-3.382,1.0,-3.38,0.46,3.78
CHEMBL142075,-1.136,0.94,3.017,-1.001,1.0,-1.14,0.46,3.02
CHEMBL213869,3.206,-0.261,-0.029,-1.097,1.0,-1.1,0.46,3.21
CHEMBL2336575,3.478,0.172,1.065,-2.894,1.0,-2.89,0.46,3.48
CHEMBL2336579,3.478,0.172,1.065,-2.894,1.0,-2.89,0.46,3.48
CHEMBL2336585,3.478,0.172,1.065,-2.894,1.0,-2.89,0.46,3.48
CHEMBL3132976,3.452,0.495,0.447,-2.574,1.0,-2.57,0.46,3.45
CHEMBL3132977,3.452,0.495,0.447,-2.574,1.0,-2.57,0.46,3.45
CHEMBL3218947,3.596,-0.284,-0.883,-0.61,1.0,-0.88,0.46,3.6
CHEMBL3262738,3.076,-0.503,-0.252,-0.5,1.0,-0.5,0.46,3.08
CHEMBL3601578,3.538,0.38,-1.185,-0.911,1.0,-1.18,0.46,3.54
CHEMBL397413,3.099,-0.074,1.577,-2.781,1.0,-2.78,0.46,3.1
CHEMBL4101500,3.675,1.12,-1.479,-1.496,1.0,-1.5,0.46,3.68
CHEMBL449544,6.138,-0.222,-0.787,-3.308,1.0,-3.31,0.46,6.14
CHEMBL499537,3.752,2.038,-0.985,-2.986,1.0,-2.99,0.46,3.75
CHEMBL525637,3.187,1.399,1.016,-3.783,1.0,-3.78,0.46,3.19
CHEMBL527715,0.582,-0.704,-1.729,3.672,1.0,-1.73,0.46,3.67
CHEMBL1087745,-1.61,3.687,0.135,-0.397,1.0,-1.61,0.45,3.69
CHEMBL1090896,-0.101,-0.41,-0.866,3.195,1.0,-0.87,0.45,3.2
CHEMBL1162965,-0.08,3.055,-1.015,-0.143,1.0,-1.01,0.45,3.06
CHEMBL1684509,-0.814,3.299,0.686,-1.354,1.0,-1.35,0.45,3.3
CHEMBL1790006,-1.398,0.244,-0.04,3.012,1.0,-1.4,0.45,3.01
CHEMBL194910,-0.08,3.055,-1.015,-0.143,1.0,-1.01,0.45,3.06
CHEMBL195774,-0.08,3.055,-1.015,-0.143,1.0,-1.01,0.45,3.06
CHEMBL196468,-0.08,3.055,-1.015,-0.143,1.0,-1.01,0.45,3.06
CHEMBL2028941,3.45,0.901,0.548,-3.085,1.0,-3.08,0.45,3.45
CHEMBL20833,-0.863,-0.223,-0.276,3.179,1.0,-0.86,0.45,3.18
CHEMBL2370029,4.104,1.22,-0.743,-2.764,1.0,-2.76,0.45,4.1
CHEMBL2372517,3.266,-0.344,-0.084,-1.022,1.0,-1.02,0.45,3.27
CHEMBL261893,3.431,0.556,-0.415,-1.757,1.0,-1.76,0.45,3.43
CHEMBL3144419,3.041,-0.321,-0.556,-0.349,1.0,-0.56,0.45,3.04
CHEMBL3338680,3.788,0.615,1.638,-4.224,1.0,-4.22,0.45,3.79
CHEMBL3699953,-0.315,3.053,0.164,-1.085,1.0,-1.08,0.45,3.05
CHEMBL371049,4.752,0.581,-0.473,-3.044,1.0,-3.04,0.45,4.75
CHEMBL373211,-0.08,3.055,-1.015,-0.143,1.0,-1.01,0.45,3.06
CHEMBL3746382,-0.313,3.04,-1.492,0.58,1.0,-1.49,0.45,3.04
CHEMBL3823291,3.789,1.815,0.085,-3.874,1.0,-3.87,0.45,3.79
CHEMBL3823889,3.789,1.815,0.085,-3.874,1.0,-3.87,0.45,3.79
CHEMBL3824241,3.789,1.815,0.085,-3.874,1.0,-3.87,0.45,3.79
CHEMBL3824278,3.789,1.815,0.085,-3.874,1.0,-3.87,0.45,3.79
CHEMBL3899923,1.987,3.276,-2.146,-1.301,1.0,-2.15,0.45,3.28
CHEMBL3963357,-0.505,3.066,0.51,-1.254,1.0,-1.25,0.45,3.07
CHEMBL398439,6.461,-0.177,-1.657,-2.813,1.0,-2.81,0.45,6.46
CHEMBL405793,3.029,0.312,-0.359,-1.166,1.0,-1.17,0.45,3.03
CHEMBL405935,4.505,-0.094,-0.253,-2.341,1.0,-2.34,0.45,4.5
CHEMBL4078875,-1.079,3.302,0.003,-0.409,1.0,-1.08,0.45,3.3
CHEMBL4093523,-1.311,3.548,0.717,-1.137,1.0,-1.31,0.45,3.55
CHEMBL409378,3.084,2.013,0.451,-3.732,1.0,-3.73,0.45,3.08
CHEMBL413474,5.961,0.714,-1.267,-3.593,1.0,-3.59,0.45,5.96
CHEMBL429033,3.627,2.142,-0.891,-3.062,1.0,-3.06,0.45,3.63
CHEMBL4439810,3.145,1.401,0.467,-3.195,1.0,-3.2,0.45,3.14
CHEMBL4459259,3.048,1.159,0.407,-2.796,1.0,-2.8,0.45,3.05
CHEMBL4575151,3.086,0.403,-1.507,-0.164,1.0,-1.51,0.45,3.09
CHEMBL501792,3.065,2.432,-0.704,-2.978,1.0,-2.98,0.45,3.06
CHEMBL525105,-0.104,3.205,-0.445,-0.839,1.0,-0.84,0.45,3.2
CHEMBL527152,-0.104,3.205,-0.445,-0.839,1.0,-0.84,0.45,3.2
CHEMBL1169868,3.251,1.396,-2.359,-0.474,1.0,-2.36,0.45,3.25
CHEMBL1562,-0.762,-0.85,3.668,-0.244,1.0,-0.85,0.45,3.67
CHEMBL1791222,3.734,1.095,-1.432,-1.586,1.0,-1.59,0.45,3.73
CHEMBL1941075,4.524,0.199,-1.331,-1.579,1.0,-1.58,0.45,4.52
CHEMBL2420303,3.132,-0.357,-1.466,0.503,1.0,-1.47,0.45,3.13
CHEMBL3133001,3.137,0.858,0.593,-2.776,1.0,-2.78,0.45,3.14
CHEMBL3144538,3.213,0.181,1.703,-3.285,1.0,-3.28,0.45,3.21
CHEMBL3633841,4.793,0.658,-0.295,-3.346,1.0,-3.35,0.45,4.79
CHEMBL3916074,0.199,3.115,0.64,-2.142,1.0,-2.14,0.45,3.12
CHEMBL4128759,3.498,-2.02,1.099,-0.765,1.0,-2.02,0.45,3.5
CHEMBL4297257,3.236,1.332,0.224,-2.979,1.0,-2.98,0.45,3.24
CHEMBL4434730,3.518,0.935,-0.597,-2.045,1.0,-2.04,0.45,3.52
CHEMBL4449606,3.518,0.935,-0.597,-2.045,1.0,-2.04,0.45,3.52
CHEMBL4453391,3.518,0.935,-0.597,-2.045,1.0,-2.04,0.45,3.52
CHEMBL4520703,3.518,0.935,-0.597,-2.045,1.0,-2.04,0.45,3.52
CHEMBL477798,-0.209,3.57,-1.144,-0.405,1.0,-1.14,0.45,3.57
CHEMBL508644,3.243,1.311,0.101,-2.844,1.0,-2.84,0.45,3.24
CHEMBL568610,-0.2,3.35,0.054,-1.39,1.0,-1.39,0.45,3.35
CHEMBL124777,6.713,-0.568,-1.12,-3.218,1.0,-3.22,0.45,6.71
CHEMBL1326842,-0.001,-1.417,-0.03,3.255,1.0,-1.42,0.45,3.26
CHEMBL2296605,3.274,0.37,1.044,-2.882,1.0,-2.88,0.45,3.27
CHEMBL2335205,4.441,-0.459,0.32,-2.492,1.0,-2.49,0.45,4.44
CHEMBL2441566,3.433,0.23,-1.584,-0.272,1.0,-1.58,0.45,3.43
CHEMBL261966,3.046,0.304,-0.484,-1.058,1.0,-1.06,0.45,3.05
CHEMBL262788,3.032,-1.532,1.401,-1.093,1.0,-1.53,0.45,3.03
CHEMBL3422077,0.654,3.03,-1.591,-0.287,1.0,-1.59,0.45,3.03
CHEMBL3594310,-0.586,3.4,-0.601,-0.406,1.0,-0.6,0.45,3.4
CHEMBL364870,4.761,0.449,-0.292,-3.11,1.0,-3.11,0.45,4.76
CHEMBL383733,-0.714,3.244,-0.407,-0.315,1.0,-0.71,0.45,3.24
CHEMBL3921051,-0.765,3.233,-0.805,0.145,1.0,-0.8,0.45,3.23
CHEMBL406712,4.121,0.899,-2.889,-0.323,1.0,-2.89,0.45,4.12
CHEMBL4072996,3.193,1.078,-1.63,-0.831,1.0,-1.63,0.45,3.19
CHEMBL4088202,3.074,2.055,-0.441,-2.88,1.0,-2.88,0.45,3.07
CHEMBL410391,3.068,2.07,0.034,-3.363,1.0,-3.36,0.45,3.07
CHEMBL438056,3.129,1.727,-1.761,-1.288,1.0,-1.76,0.45,3.13
CHEMBL4565203,-1.778,3.279,0.236,0.073,1.0,-1.78,0.45,3.28
CHEMBL474028,3.488,-0.894,0.253,-1.037,1.0,-1.04,0.45,3.49
CHEMBL579579,-0.075,3.344,0.02,-1.48,1.0,-1.48,0.45,3.34
CHEMBL1418362,0.414,-1.252,3.124,-0.482,1.0,-1.25,0.45,3.12
CHEMBL1688640,3.577,0.975,-2.16,-0.587,1.0,-2.16,0.45,3.58
CHEMBL227239,3.274,2.643,-1.834,-2.279,1.0,-2.28,0.45,3.27
CHEMBL2371709,4.382,-0.09,-0.709,-1.779,1.0,-1.78,0.45,4.38
CHEMBL264581,3.132,1.184,-1.721,-0.792,1.0,-1.72,0.45,3.13
CHEMBL30164,-0.612,-0.081,-0.697,3.195,1.0,-0.7,0.45,3.2
CHEMBL3276563,-0.436,3.494,-0.263,-0.99,1.0,-0.99,0.45,3.49
CHEMBL3496551,-1.235,0.769,3.073,-0.804,1.0,-1.24,0.45,3.07
CHEMBL3604940,-0.092,3.029,-0.192,-0.942,1.0,-0.94,0.45,3.03
CHEMBL375873,4.716,-0.453,-0.009,-2.45,1.0,-2.45,0.45,4.72
CHEMBL385805,3.142,0.349,1.156,-2.842,1.0,-2.84,0.45,3.14
CHEMBL3891508,3.058,0.026,1.096,-2.376,1.0,-2.38,0.45,3.06
CHEMBL3946082,3.058,0.026,1.096,-2.376,1.0,-2.38,0.45,3.06
CHEMBL405993,3.559,1.415,0.123,-3.295,1.0,-3.3,0.45,3.56
CHEMBL412507,3.013,1.945,0.151,-3.306,1.0,-3.31,0.45,3.01
CHEMBL4217251,3.553,0.143,0.544,-2.435,1.0,-2.44,0.45,3.55
CHEMBL427603,3.559,1.415,0.123,-3.295,1.0,-3.3,0.45,3.56
CHEMBL4450645,3.427,1.512,-0.036,-3.099,1.0,-3.1,0.45,3.43
CHEMBL606703,-0.563,3.461,1.045,-2.14,1.0,-2.14,0.45,3.46
CHEMBL606869,-0.563,3.461,1.045,-2.14,1.0,-2.14,0.45,3.46
CHEMBL158808,3.074,0.794,1.052,-3.12,1.0,-3.12,0.45,3.07
CHEMBL1770953,6.03,-0.2,-1.088,-2.942,1.0,-2.94,0.45,6.03
CHEMBL1982703,3.356,-0.458,0.167,-1.263,1.0,-1.26,0.45,3.36
CHEMBL3037900,5.351,-0.388,-1.286,-1.878,1.0,-1.88,0.45,5.35
CHEMBL3040644,5.351,-0.388,-1.286,-1.878,1.0,-1.88,0.45,5.35
CHEMBL3356034,-0.63,3.19,-1.144,0.383,1.0,-1.14,0.45,3.19
CHEMBL352336,6.649,-0.543,-1.063,-3.243,1.0,-3.24,0.45,6.65
CHEMBL3601576,3.673,0.155,-1.669,-0.358,1.0,-1.67,0.45,3.67
CHEMBL3634089,3.035,1.765,0.353,-3.353,1.0,-3.35,0.45,3.04
CHEMBL365044,3.038,0.162,0.737,-2.137,1.0,-2.14,0.45,3.04
CHEMBL3655338,3.28,-0.131,-1.609,0.261,1.0,-1.61,0.45,3.28
CHEMBL3928936,3.978,0.525,-1.597,-1.106,1.0,-1.6,0.45,3.98
CHEMBL3968099,-0.995,3.074,-0.632,0.353,1.0,-1.0,0.45,3.07
CHEMBL409597,3.257,0.443,0.024,-1.925,1.0,-1.92,0.45,3.26
CHEMBL412075,3.284,0.067,-0.333,-1.218,1.0,-1.22,0.45,3.28
CHEMBL41674,-1.358,3.048,0.712,-0.602,1.0,-1.36,0.45,3.05
CHEMBL4228288,-0.772,3.006,-0.624,0.191,1.0,-0.77,0.45,3.01
CHEMBL4282917,5.597,0.308,-1.341,-2.764,1.0,-2.76,0.45,5.6
CHEMBL436740,3.257,0.443,0.024,-1.925,1.0,-1.92,0.45,3.26
CHEMBL439092,3.096,1.42,-1.677,-1.04,1.0,-1.68,0.45,3.1
CHEMBL439478,3.284,0.067,-0.333,-1.218,1.0,-1.22,0.45,3.28
CHEMBL506215,6.099,-0.626,-1.609,-2.066,1.0,-2.07,0.45,6.1
CHEMBL51304,3.413,-1.336,1.05,-1.327,1.0,-1.34,0.45,3.41
CHEMBL552933,3.356,-0.458,0.167,-1.263,1.0,-1.26,0.45,3.36
CHEMBL609737,-0.986,3.541,1.539,-2.294,1.0,-2.29,0.45,3.54
CHEMBL216532,3.183,0.896,0.878,-3.161,1.0,-3.16,0.45,3.18
CHEMBL265983,3.183,0.896,0.878,-3.161,1.0,-3.16,0.45,3.18
CHEMBL3909024,0.106,3.324,-0.129,-1.504,1.0,-1.5,0.45,3.32
CHEMBL3936512,3.039,0.509,-1.357,-0.395,1.0,-1.36,0.45,3.04
CHEMBL3967081,3.039,0.509,-1.357,-0.395,1.0,-1.36,0.45,3.04
CHEMBL3980430,3.039,0.509,-1.357,-0.395,1.0,-1.36,0.45,3.04
CHEMBL406823,3.183,0.896,0.878,-3.161,1.0,-3.16,0.45,3.18
CHEMBL427327,5.61,-0.039,-1.189,-2.585,1.0,-2.58,0.45,5.61
CHEMBL427798,3.637,-0.029,0.5,-2.313,1.0,-2.31,0.45,3.64
CHEMBL4539621,3.004,-0.658,-1.165,0.615,1.0,-1.16,0.45,3.0
CHEMBL4572994,3.004,-0.658,-1.165,0.615,1.0,-1.16,0.45,3.0
CHEMBL510117,3.11,1.693,0.292,-3.298,1.0,-3.3,0.45,3.11
CHEMBL566265,-0.042,3.09,-0.251,-1.003,1.0,-1.0,0.45,3.09
CHEMBL106478,-1.899,3.11,0.516,0.067,1.0,-1.9,0.45,3.11
CHEMBL1668180,3.468,0.732,-1.67,-0.738,1.0,-1.67,0.45,3.47
CHEMBL1796211,3.134,0.497,-1.944,0.105,1.0,-1.94,0.45,3.13
CHEMBL2158290,-0.044,3.062,0.106,-1.332,1.0,-1.33,0.45,3.06
CHEMBL2311609,3.115,1.263,-2.224,-0.36,1.0,-2.22,0.45,3.12
CHEMBL2311627,3.115,1.263,-2.224,-0.36,1.0,-2.22,0.45,3.12
CHEMBL2315001,4.049,0.438,-1.551,-1.145,1.0,-1.55,0.45,4.05
CHEMBL2325451,-0.297,-0.855,-0.274,3.218,1.0,-0.86,0.45,3.22
CHEMBL2338488,-1.029,3.091,0.005,-0.275,1.0,-1.03,0.45,3.09
CHEMBL2358911,0.107,3.153,-1.106,-0.361,1.0,-1.11,0.45,3.15
CHEMBL2359099,0.107,3.153,-1.106,-0.361,1.0,-1.11,0.45,3.15
CHEMBL262418,3.179,1.6,0.405,-3.391,1.0,-3.39,0.45,3.18
CHEMBL268563,3.058,0.07,1.211,-2.546,1.0,-2.55,0.45,3.06
CHEMBL3702498,3.188,0.082,-0.382,-1.096,1.0,-1.1,0.45,3.19
CHEMBL387923,3.579,0.237,0.534,-2.56,1.0,-2.56,0.45,3.58
CHEMBL3988848,3.222,0.073,-0.461,-1.04,1.0,-1.04,0.45,3.22
CHEMBL4104186,3.656,-0.675,-1.13,-0.058,1.0,-1.13,0.45,3.66
CHEMBL4175027,3.419,0.232,-0.987,-0.872,1.0,-0.99,0.45,3.42
CHEMBL4302371,3.419,0.232,-0.987,-0.872,1.0,-0.99,0.45,3.42
CHEMBL43183,-1.515,3.192,0.044,0.069,1.0,-1.52,0.45,3.19
CHEMBL438356,4.22,0.13,-0.57,-1.988,1.0,-1.99,0.45,4.22
CHEMBL4435793,3.131,0.188,1.44,-2.965,1.0,-2.96,0.45,3.13
CHEMBL4460540,3.293,0.738,0.944,-3.183,1.0,-3.18,0.45,3.29
CHEMBL4470962,4.235,2.119,-0.873,-3.691,1.0,-3.69,0.45,4.24
CHEMBL4476305,4.235,2.119,-0.873,-3.691,1.0,-3.69,0.45,4.24
CHEMBL4514864,4.235,2.119,-0.873,-3.691,1.0,-3.69,0.45,4.24
CHEMBL4531225,4.235,2.119,-0.873,-3.691,1.0,-3.69,0.45,4.24
CHEMBL4545717,3.171,-0.589,-0.872,0.084,1.0,-0.87,0.45,3.17
CHEMBL4576708,3.131,0.188,1.44,-2.965,1.0,-2.96,0.45,3.13
CHEMBL526907,3.188,1.173,0.483,-3.054,1.0,-3.05,0.45,3.19
CHEMBL532414,0.674,3.323,-0.195,-2.012,1.0,-2.01,0.45,3.32
CHEMBL603251,-1.037,3.182,0.386,-0.737,1.0,-1.04,0.45,3.18
CHEMBL1083052,0.089,-0.977,-0.594,3.269,1.0,-0.98,0.45,3.27
CHEMBL1084523,0.089,-0.977,-0.594,3.269,1.0,-0.98,0.45,3.27
CHEMBL1833974,3.114,1.596,0.52,-3.444,1.0,-3.44,0.45,3.11
CHEMBL184396,3.09,-0.325,0.546,-1.523,1.0,-1.52,0.45,3.09
CHEMBL2325450,-0.812,-0.975,-0.864,4.438,1.0,-0.98,0.45,4.44
CHEMBL2369775,3.114,1.596,0.52,-3.444,1.0,-3.44,0.45,3.11
CHEMBL2369788,3.035,1.554,0.662,-3.464,1.0,-3.46,0.45,3.04
CHEMBL3142731,3.673,-0.926,0.302,-1.262,1.0,-1.26,0.45,3.67
CHEMBL3260568,-0.622,-0.878,3.058,0.23,1.0,-0.88,0.45,3.06
CHEMBL413613,4.005,-0.122,-0.62,-1.474,1.0,-1.47,0.45,4.0
CHEMBL440250,3.833,1.371,0.068,-3.483,1.0,-3.48,0.45,3.83
CHEMBL444514,3.062,0.616,0.657,-2.546,1.0,-2.55,0.45,3.06
CHEMBL4541121,-2.029,3.102,1.131,-0.416,1.0,-2.03,0.45,3.1
CHEMBL4594412,0.615,3.107,-0.701,-1.233,1.0,-1.23,0.45,3.11
CHEMBL116396,3.368,0.247,-2.18,0.351,1.0,-2.18,0.45,3.37
CHEMBL1178209,-0.198,-0.331,-0.749,3.064,1.0,-0.75,0.45,3.06
CHEMBL1213206,3.932,0.748,-1.399,-1.496,1.0,-1.5,0.45,3.93
CHEMBL1213207,3.932,0.748,-1.399,-1.496,1.0,-1.5,0.45,3.93
CHEMBL1213210,3.932,0.748,-1.399,-1.496,1.0,-1.5,0.45,3.93
CHEMBL1443263,-0.623,-0.393,3.149,-0.348,1.0,-0.62,0.45,3.15
CHEMBL15583,-0.198,-0.331,-0.749,3.064,1.0,-0.75,0.45,3.06
CHEMBL30985,-0.573,-0.858,-0.371,3.584,1.0,-0.86,0.45,3.58
CHEMBL3273370,3.227,0.682,0.669,-2.792,1.0,-2.79,0.45,3.23
CHEMBL3352878,3.34,-0.209,2.083,-3.43,1.0,-3.43,0.45,3.34
CHEMBL3357430,3.104,1.498,-2.085,-0.734,1.0,-2.08,0.45,3.1
CHEMBL3358541,3.34,-0.209,2.083,-3.43,1.0,-3.43,0.45,3.34
CHEMBL3417038,4.911,1.823,-2.162,-2.787,1.0,-2.79,0.45,4.91
CHEMBL3417041,4.911,1.823,-2.162,-2.787,1.0,-2.79,0.45,4.91
CHEMBL3633900,1.336,3.28,-2.985,0.154,1.0,-2.98,0.45,3.28
